species,size,fragrance,height_cm,petal_length,petal_width,sepal_length,sepal_width
hibiscus,large,none,198.69,9.9345,7.9476,139.083,59.607
shoeblack plant,large,mild,136.85,6.8425,5.474,95.795,41.055
shoeblack plant,large,none,52.28,2.614,2.0912,36.596,15.684
shoeblack plant,large,none,63.63,3.1815,2.5452,44.541,19.089
rose,medium,strong,70.63,3.5315,2.8252,49.441,21.189
hibiscus,large,none,132.34,6.617,5.2936,92.638,39.702
rose,small,strong,81.01,4.0505,3.2404,56.707,24.303
shoeblack plant,medium,mild,68.96,3.448,2.7584,48.272,20.688
hibiscus,large,none,122.04,6.102,4.8816,85.428,36.612
shoeblack plant,large,mild,125.77,6.2885,5.0308,88.039,37.731
shoeblack plant,large,none,147.54,7.377,5.9016,103.278,44.262
shoeblack plant,large,none,140.16,7.008,5.6064,98.112,42.048
hibiscus,large,none,119.06,5.953,4.7624,83.342,35.718
hibiscus,large,none,115.67,5.7835,4.6268,80.969,34.701
shoeblack plant,large,none,117.03,5.8515,4.6812,81.921,35.109
rose,medium,mild,78.04,3.902,3.1216,54.628,23.412
rose,small,mild,82.99,4.1495,3.3196,58.093,24.897
shoeblack plant,medium,none,106.41,5.3205,4.2564,74.487,31.923
hibiscus,large,none,110.93,5.5465,4.4372,77.651,33.279
hibiscus,large,none,125.03,6.2515,5.0012,87.521,37.509
hibiscus,large,none,185.62,9.281,7.4248,129.934,55.686
hibiscus,large,none,114.37,5.7185,4.5748,80.059,34.311
hibiscus,large,none,128.43,6.4215,5.1372,89.901,38.529
rose,medium,strong,44.24,2.212,1.7696,30.968,13.272
hibiscus,large,none,123.47,6.1735,4.9388,86.429,37.041
hibiscus,large,none,145.76,7.288,5.8304,102.032,43.728
shoeblack plant,large,none,96.76,4.838,3.8704,67.732,29.028
rose,small,mild,57.53,2.8765,2.3012,40.271,17.259
hibiscus,large,none,138.51,6.9255,5.5404,96.957,41.553
hibiscus,large,none,106.39,5.3195,4.2556,74.473,31.917
shoeblack plant,large,none,112.07,5.6035,4.4828,78.449,33.621
rose,small,strong,47.37,2.3685,1.8948,33.159,14.211
hibiscus,large,none,110.92,5.546,4.4368,77.644,33.276
rose,small,mild,82.81,4.1405,3.3124,57.967,24.843
hibiscus,large,none,119.27,5.9635,4.7708,83.489,35.781
hibiscus,large,none,148.18,7.409,5.9272,103.726,44.454
rose,small,strong,90.55,4.5275,3.622,63.385,27.165
shoeblack plant,medium,mild,55.53,2.7765,2.2212,38.871,16.659
hibiscus,large,none,167.57,8.3785,6.7028,117.299,50.271
rose,small,strong,69.48,3.474,2.7792,48.636,20.844
hibiscus,large,none,174.21,8.7105,6.9684,121.947,52.263
rose,medium,strong,54.79,2.7395,2.1916,38.353,16.437
rose,medium,strong,34.78,1.739,1.3912,24.346,10.434
rose,medium,mild,89.03,4.4515,3.5612,62.321,26.709
hibiscus,large,none,198.44,9.922,7.9376,138.908,59.532
rose,small,mild,69.11,3.4555,2.7644,48.377,20.733
hibiscus,large,none,174.7,8.735,6.988,122.29,52.41
hibiscus,large,none,180.69,9.0345,7.2276,126.483,54.207
rose,medium,strong,61.86,3.093,2.4744,43.302,18.558
shoeblack plant,large,mild,137.36,6.868,5.4944,96.152,41.208
rose,small,mild,67.49,3.3745,2.6996,47.243,20.247
hibiscus,large,none,192.31,9.6155,7.6924,134.617,57.693
rose,medium,strong,43.9,2.195,1.756,30.73,13.17
shoeblack plant,large,mild,70.86,3.543,2.8344,49.602,21.258
hibiscus,large,none,113.25,5.6625,4.53,79.275,33.975
hibiscus,large,none,110.18,5.509,4.4072,77.126,33.054
hibiscus,large,none,196.16,9.808,7.8464,137.312,58.848
rose,medium,strong,78.51,3.9255,3.1404,54.957,23.553
rose,small,mild,49.34,2.467,1.9736,34.538,14.802
rose,medium,mild,91.24,4.562,3.6496,63.868,27.372
shoeblack plant,medium,mild,121.33,6.0665,4.8532,84.931,36.399
rose,small,mild,43.95,2.1975,1.758,30.765,13.185
shoeblack plant,medium,mild,99.2,4.96,3.968,69.44,29.76
rose,medium,strong,54.19,2.7095,2.1676,37.933,16.257
shoeblack plant,medium,mild,99.47,4.9735,3.9788,69.629,29.841
shoeblack plant,large,mild,65.38,3.269,2.6152,45.766,19.614
hibiscus,large,none,165.57,8.2785,6.6228,115.899,49.671
hibiscus,large,none,152.32,7.616,6.0928,106.624,45.696
shoeblack plant,large,none,85.59,4.2795,3.4236,59.913,25.677
hibiscus,large,none,122.2,6.11,4.888,85.54,36.66
hibiscus,large,none,111.04,5.552,4.4416,77.728,33.312
rose,medium,strong,50.01,2.5005,2.0004,35.007,15.003
shoeblack plant,large,none,51.01,2.5505,2.0404,35.707,15.303
shoeblack plant,medium,mild,66.88,3.344,2.6752,46.816,20.064
hibiscus,large,none,160.76,8.038,6.4304,112.532,48.228
rose,medium,mild,59.6,2.98,2.384,41.72,17.88
shoeblack plant,large,none,112.39,5.6195,4.4956,78.673,33.717
hibiscus,large,none,199.65,9.9825,7.986,139.755,59.895
rose,small,mild,75.89,3.7945,3.0356,53.123,22.767
shoeblack plant,medium,mild,126.97,6.3485,5.0788,88.879,38.091
shoeblack plant,medium,mild,96.44,4.822,3.8576,67.508,28.932
rose,small,strong,68.39,3.4195,2.7356,47.873,20.517
shoeblack plant,medium,mild,140.82,7.041,5.6328,98.574,42.246
rose,small,strong,82.49,4.1245,3.2996,57.743,24.747
hibiscus,large,none,123.5,6.175,4.94,86.45,37.05
hibiscus,large,none,149.33,7.4665,5.9732,104.531,44.799
hibiscus,large,none,129.26,6.463,5.1704,90.482,38.778
rose,medium,strong,48.99,2.4495,1.9596,34.293,14.697
hibiscus,large,none,114.06,5.703,4.5624,79.842,34.218
hibiscus,large,none,101.05,5.0525,4.042,70.735,30.315
hibiscus,large,none,110.73,5.5365,4.4292,77.511,33.219
rose,small,strong,66.62,3.331,2.6648,46.634,19.986
rose,small,strong,35.74,1.787,1.4296,25.018,10.722
hibiscus,large,none,185.54,9.277,7.4216,129.878,55.662
hibiscus,large,none,175.58,8.779,7.0232,122.906,52.674
rose,small,mild,78.33,3.9165,3.1332,54.831,23.499
shoeblack plant,medium,mild,90.31,4.5155,3.6124,63.217,27.093
hibiscus,large,none,163.3,8.165,6.532,114.31,48.99
shoeblack plant,medium,none,108.78,5.439,4.3512,76.146,32.634
rose,medium,mild,90.11,4.5055,3.6044,63.077,27.033
hibiscus,large,none,187.85,9.3925,7.514,131.495,56.355
shoeblack plant,medium,mild,140.07,7.0035,5.6028,98.049,42.021
hibiscus,large,none,106.97,5.3485,4.2788,74.879,32.091
hibiscus,large,none,154.58,7.729,6.1832,108.206,46.374
hibiscus,large,none,146.34,7.317,5.8536,102.438,43.902
shoeblack plant,large,none,132.18,6.609,5.2872,92.526,39.654
shoeblack plant,large,none,113.21,5.6605,4.5284,79.247,33.963
rose,small,strong,32.99,1.6495,1.3196,23.093,9.897
rose,medium,strong,63.14,3.157,2.5256,44.198,18.942
shoeblack plant,medium,none,71.84,3.592,2.8736,50.288,21.552
shoeblack plant,large,none,126.15,6.3075,5.046,88.305,37.845
hibiscus,large,none,110.38,5.519,4.4152,77.266,33.114
hibiscus,large,none,130.64,6.532,5.2256,91.448,39.192
rose,medium,mild,32.29,1.6145,1.2916,22.603,9.687
hibiscus,large,none,189.56,9.478,7.5824,132.692,56.868
hibiscus,large,none,195.67,9.7835,7.8268,136.969,58.701
rose,medium,mild,79.33,3.9665,3.1732,55.531,23.799
shoeblack plant,large,mild,99.92,4.996,3.9968,69.944,29.976
hibiscus,large,none,101.47,5.0735,4.0588,71.029,30.441
hibiscus,large,none,114.82,5.741,4.5928,80.374,34.446
shoeblack plant,large,mild,141.46,7.073,5.6584,99.022,42.438
rose,small,strong,87.29,4.3645,3.4916,61.103,26.187
shoeblack plant,medium,none,59.54,2.977,2.3816,41.678,17.862
hibiscus,large,none,173.33,8.6665,6.9332,121.331,51.999
hibiscus,large,none,129.51,6.4755,5.1804,90.657,38.853
rose,small,mild,98.82,4.941,3.9528,69.174,29.646
hibiscus,large,none,182.55,9.1275,7.302,127.785,54.765
hibiscus,large,none,179.8,8.99,7.192,125.86,53.94
shoeblack plant,medium,mild,119.69,5.9845,4.7876,83.783,35.907
rose,medium,mild,54.69,2.7345,2.1876,38.283,16.407
rose,medium,strong,93.01,4.6505,3.7204,65.107,27.903
rose,medium,mild,75.62,3.781,3.0248,52.934,22.686
rose,small,mild,62.78,3.139,2.5112,43.946,18.834
shoeblack plant,large,mild,77.01,3.8505,3.0804,53.907,23.103
shoeblack plant,medium,mild,78.46,3.923,3.1384,54.922,23.538
hibiscus,large,none,145.33,7.2665,5.8132,101.731,43.599
shoeblack plant,large,mild,70.6,3.53,2.824,49.42,21.18
hibiscus,large,none,123.06,6.153,4.9224,86.142,36.918
hibiscus,large,none,162.59,8.1295,6.5036,113.813,48.777
rose,medium,strong,80.04,4.002,3.2016,56.028,24.012
hibiscus,large,none,157.69,7.8845,6.3076,110.383,47.307
shoeblack plant,medium,none,142.68,7.134,5.7072,99.876,42.804
rose,small,mild,33.14,1.657,1.3256,23.198,9.942
rose,small,strong,96.1,4.805,3.844,67.27,28.83
rose,small,mild,43.76,2.188,1.7504,30.632,13.128
shoeblack plant,medium,none,84.5,4.225,3.38,59.15,25.35
rose,small,mild,67.65,3.3825,2.706,47.355,20.295
hibiscus,large,none,132.72,6.636,5.3088,92.904,39.816
shoeblack plant,medium,none,139.98,6.999,5.5992,97.986,41.994
shoeblack plant,large,none,68.91,3.4455,2.7564,48.237,20.673
shoeblack plant,medium,none,109.58,5.479,4.3832,76.706,32.874
shoeblack plant,medium,mild,141.35,7.0675,5.654,98.945,42.405
shoeblack plant,large,none,143.15,7.1575,5.726,100.205,42.945
hibiscus,large,none,146.88,7.344,5.8752,102.816,44.064
shoeblack plant,large,none,65.93,3.2965,2.6372,46.151,19.779
hibiscus,large,none,143.11,7.1555,5.7244,100.177,42.933
shoeblack plant,medium,none,80.54,4.027,3.2216,56.378,24.162
hibiscus,large,none,142.84,7.142,5.7136,99.988,42.852
rose,medium,strong,81.81,4.0905,3.2724,57.267,24.543
hibiscus,large,none,152.72,7.636,6.1088,106.904,45.816
rose,small,mild,79.8,3.99,3.192,55.86,23.94
shoeblack plant,medium,none,61.47,3.0735,2.4588,43.029,18.441
rose,small,mild,47.48,2.374,1.8992,33.236,14.244
hibiscus,large,none,126.12,6.306,5.0448,88.284,37.836
shoeblack plant,large,none,121.15,6.0575,4.846,84.805,36.345
shoeblack plant,large,none,93.03,4.6515,3.7212,65.121,27.909
hibiscus,large,none,185.74,9.287,7.4296,130.018,55.722
hibiscus,large,none,112.85,5.6425,4.514,78.995,33.855
shoeblack plant,large,none,125.6,6.28,5.024,87.92,37.68
hibiscus,large,none,150.92,7.546,6.0368,105.644,45.276
shoeblack plant,medium,none,77.7,3.885,3.108,54.39,23.31
rose,medium,strong,51.39,2.5695,2.0556,35.973,15.417
rose,small,strong,54.42,2.721,2.1768,38.094,16.326
rose,medium,strong,32.16,1.608,1.2864,22.512,9.648
hibiscus,large,none,119.23,5.9615,4.7692,83.461,35.769
shoeblack plant,large,none,120.71,6.0355,4.8284,84.497,36.213
rose,small,strong,72.82,3.641,2.9128,50.974,21.846
shoeblack plant,large,none,107.7,5.385,4.308,75.39,32.31
shoeblack plant,medium,none,137.09,6.8545,5.4836,95.963,41.127
rose,small,strong,40.7,2.035,1.628,28.49,12.21
shoeblack plant,large,none,51.07,2.5535,2.0428,35.749,15.321
shoeblack plant,medium,mild,95.33,4.7665,3.8132,66.731,28.599
rose,small,strong,51.98,2.599,2.0792,36.386,15.594
shoeblack plant,large,none,84.2,4.21,3.368,58.94,25.26
rose,small,mild,41.79,2.0895,1.6716,29.253,12.537
shoeblack plant,large,none,127.48,6.374,5.0992,89.236,38.244
hibiscus,large,none,107.41,5.3705,4.2964,75.187,32.223
rose,small,strong,48.33,2.4165,1.9332,33.831,14.499
rose,medium,strong,52.81,2.6405,2.1124,36.967,15.843
hibiscus,large,none,137.83,6.8915,5.5132,96.481,41.349
hibiscus,large,none,137.88,6.894,5.5152,96.516,41.364
rose,medium,mild,82.96,4.148,3.3184,58.072,24.888
rose,medium,strong,68.12,3.406,2.7248,47.684,20.436
shoeblack plant,medium,mild,121.23,6.0615,4.8492,84.861,36.369
rose,medium,strong,53.4,2.67,2.136,37.38,16.02
rose,small,mild,81.37,4.0685,3.2548,56.959,24.411
shoeblack plant,large,none,102.26,5.113,4.0904,71.582,30.678
shoeblack plant,medium,none,132.69,6.6345,5.3076,92.883,39.807
shoeblack plant,large,none,51.59,2.5795,2.0636,36.113,15.477
shoeblack plant,medium,mild,103.6,5.18,4.144,72.52,31.08
rose,small,mild,43.17,2.1585,1.7268,30.219,12.951
shoeblack plant,medium,none,93.16,4.658,3.7264,65.212,27.948
hibiscus,large,none,175.17,8.7585,7.0068,122.619,52.551
rose,small,mild,95.88,4.794,3.8352,67.116,28.764
rose,small,mild,40.16,2.008,1.6064,28.112,12.048
shoeblack plant,large,none,131.05,6.5525,5.242,91.735,39.315
rose,small,mild,47.18,2.359,1.8872,33.026,14.154
shoeblack plant,large,none,93.76,4.688,3.7504,65.632,28.128
shoeblack plant,large,mild,111.49,5.5745,4.4596,78.043,33.447
rose,medium,strong,50.36,2.518,2.0144,35.252,15.108
hibiscus,large,none,129.69,6.4845,5.1876,90.783,38.907
rose,medium,strong,69.96,3.498,2.7984,48.972,20.988
rose,medium,strong,30.17,1.5085,1.2068,21.119,9.051
shoeblack plant,medium,mild,145.09,7.2545,5.8036,101.563,43.527
shoeblack plant,large,none,141.47,7.0735,5.6588,99.029,42.441
shoeblack plant,large,mild,111.87,5.5935,4.4748,78.309,33.561
hibiscus,large,none,156.04,7.802,6.2416,109.228,46.812
rose,medium,mild,33.61,1.6805,1.3444,23.527,10.083
shoeblack plant,large,mild,70.38,3.519,2.8152,49.266,21.114
hibiscus,large,none,108.59,5.4295,4.3436,76.013,32.577
hibiscus,large,none,145.81,7.2905,5.8324,102.067,43.743
shoeblack plant,medium,mild,131.41,6.5705,5.2564,91.987,39.423
hibiscus,large,none,177.15,8.8575,7.086,124.005,53.145
shoeblack plant,medium,none,90.04,4.502,3.6016,63.028,27.012
shoeblack plant,medium,mild,136.72,6.836,5.4688,95.704,41.016
rose,small,mild,72.54,3.627,2.9016,50.778,21.762
shoeblack plant,large,mild,63.55,3.1775,2.542,44.485,19.065
shoeblack plant,large,mild,126.91,6.3455,5.0764,88.837,38.073
rose,medium,mild,39.37,1.9685,1.5748,27.559,11.811
rose,small,strong,38.99,1.9495,1.5596,27.293,11.697
hibiscus,large,none,111.89,5.5945,4.4756,78.323,33.567
hibiscus,large,none,160.02,8.001,6.4008,112.014,48.006
shoeblack plant,large,none,141.97,7.0985,5.6788,99.379,42.591
shoeblack plant,large,mild,100.91,5.0455,4.0364,70.637,30.273
shoeblack plant,large,none,88.26,4.413,3.5304,61.782,26.478
shoeblack plant,large,mild,78.26,3.913,3.1304,54.782,23.478
shoeblack plant,medium,none,142.32,7.116,5.6928,99.624,42.696
shoeblack plant,large,none,70.7,3.535,2.828,49.49,21.21
hibiscus,large,none,160.68,8.034,6.4272,112.476,48.204
shoeblack plant,large,none,116.53,5.8265,4.6612,81.571,34.959
hibiscus,large,none,169.46,8.473,6.7784,118.622,50.838
rose,small,strong,90.1,4.505,3.604,63.07,27.03
hibiscus,large,none,137.76,6.888,5.5104,96.432,41.328
shoeblack plant,medium,none,140.61,7.0305,5.6244,98.427,42.183
shoeblack plant,large,mild,111.82,5.591,4.4728,78.274,33.546
shoeblack plant,large,none,130.25,6.5125,5.21,91.175,39.075
rose,small,strong,54.87,2.7435,2.1948,38.409,16.461
hibiscus,large,none,100.83,5.0415,4.0332,70.581,30.249
hibiscus,large,none,171.61,8.5805,6.8644,120.127,51.483
shoeblack plant,large,none,103.07,5.1535,4.1228,72.149,30.921
hibiscus,large,none,164.21,8.2105,6.5684,114.947,49.263
hibiscus,large,none,165.34,8.267,6.6136,115.738,49.602
rose,small,strong,91.15,4.5575,3.646,63.805,27.345
shoeblack plant,medium,none,147.05,7.3525,5.882,102.935,44.115
hibiscus,large,none,190.23,9.5115,7.6092,133.161,57.069
rose,medium,mild,53.88,2.694,2.1552,37.716,16.164
shoeblack plant,medium,mild,119.36,5.968,4.7744,83.552,35.808
hibiscus,large,none,166,8.3,6.64,116.2,49.8
rose,small,strong,55.57,2.7785,2.2228,38.899,16.671
hibiscus,large,none,114.61,5.7305,4.5844,80.227,34.383
hibiscus,large,none,152.49,7.6245,6.0996,106.743,45.747
shoeblack plant,medium,mild,107.51,5.3755,4.3004,75.257,32.253
hibiscus,large,none,190.08,9.504,7.6032,133.056,57.024
rose,small,strong,66.44,3.322,2.6576,46.508,19.932
rose,small,strong,62.93,3.1465,2.5172,44.051,18.879
hibiscus,large,none,182.92,9.146,7.3168,128.044,54.876
shoeblack plant,large,none,74.04,3.702,2.9616,51.828,22.212
rose,medium,strong,93.09,4.6545,3.7236,65.163,27.927
rose,medium,strong,90.82,4.541,3.6328,63.574,27.246
rose,medium,mild,37.01,1.8505,1.4804,25.907,11.103
hibiscus,large,none,156.92,7.846,6.2768,109.844,47.076
rose,medium,strong,90.63,4.5315,3.6252,63.441,27.189
shoeblack plant,large,mild,63.61,3.1805,2.5444,44.527,19.083
shoeblack plant,medium,none,115.94,5.797,4.6376,81.158,34.782
shoeblack plant,large,mild,101.69,5.0845,4.0676,71.183,30.507
shoeblack plant,large,mild,78.98,3.949,3.1592,55.286,23.694
hibiscus,large,none,132.48,6.624,5.2992,92.736,39.744
hibiscus,large,none,197.88,9.894,7.9152,138.516,59.364
shoeblack plant,large,mild,73.65,3.6825,2.946,51.555,22.095
rose,medium,strong,99.91,4.9955,3.9964,69.937,29.973
shoeblack plant,medium,mild,60.82,3.041,2.4328,42.574,18.246
shoeblack plant,medium,mild,83.37,4.1685,3.3348,58.359,25.011
shoeblack plant,medium,none,90.98,4.549,3.6392,63.686,27.294
hibiscus,large,none,164.55,8.2275,6.582,115.185,49.365
rose,small,strong,84.84,4.242,3.3936,59.388,25.452
hibiscus,large,none,190.84,9.542,7.6336,133.588,57.252
rose,medium,strong,47.69,2.3845,1.9076,33.383,14.307
shoeblack plant,large,mild,86.21,4.3105,3.4484,60.347,25.863
hibiscus,large,none,178.28,8.914,7.1312,124.796,53.484
rose,small,mild,83.3,4.165,3.332,58.31,24.99
hibiscus,large,none,190.77,9.5385,7.6308,133.539,57.231
rose,medium,mild,86.99,4.3495,3.4796,60.893,26.097
hibiscus,large,none,163.42,8.171,6.5368,114.394,49.026
rose,small,strong,41.78,2.089,1.6712,29.246,12.534
rose,medium,strong,59.51,2.9755,2.3804,41.657,17.853
rose,medium,mild,95.23,4.7615,3.8092,66.661,28.569
shoeblack plant,large,none,71.97,3.5985,2.8788,50.379,21.591
shoeblack plant,medium,none,142.69,7.1345,5.7076,99.883,42.807
hibiscus,large,none,138.99,6.9495,5.5596,97.293,41.697
rose,small,strong,37.72,1.886,1.5088,26.404,11.316
hibiscus,large,none,137.36,6.868,5.4944,96.152,41.208
shoeblack plant,medium,none,133.13,6.6565,5.3252,93.191,39.939
hibiscus,large,none,117.89,5.8945,4.7156,82.523,35.367
shoeblack plant,large,none,60.93,3.0465,2.4372,42.651,18.279
rose,small,mild,64.75,3.2375,2.59,45.325,19.425
hibiscus,large,none,155.22,7.761,6.2088,108.654,46.566
shoeblack plant,large,none,79.42,3.971,3.1768,55.594,23.826
shoeblack plant,medium,none,104.05,5.2025,4.162,72.835,31.215
rose,small,mild,68.37,3.4185,2.7348,47.859,20.511
hibiscus,large,none,109.43,5.4715,4.3772,76.601,32.829
hibiscus,large,none,192.78,9.639,7.7112,134.946,57.834
shoeblack plant,large,mild,89.68,4.484,3.5872,62.776,26.904
rose,small,mild,77.39,3.8695,3.0956,54.173,23.217
hibiscus,large,none,106.83,5.3415,4.2732,74.781,32.049
rose,small,mild,62.9,3.145,2.516,44.03,18.87
rose,medium,mild,63.24,3.162,2.5296,44.268,18.972
hibiscus,large,none,142,7.1,5.68,99.4,42.6
shoeblack plant,medium,mild,134.7,6.735,5.388,94.29,40.41
shoeblack plant,medium,mild,54.48,2.724,2.1792,38.136,16.344
shoeblack plant,medium,none,138.66,6.933,5.5464,97.062,41.598
shoeblack plant,medium,mild,137.42,6.871,5.4968,96.194,41.226
shoeblack plant,medium,none,96.45,4.8225,3.858,67.515,28.935
rose,small,strong,96.41,4.8205,3.8564,67.487,28.923
shoeblack plant,medium,mild,135.96,6.798,5.4384,95.172,40.788
hibiscus,large,none,103.11,5.1555,4.1244,72.177,30.933
hibiscus,large,none,191.12,9.556,7.6448,133.784,57.336
shoeblack plant,large,mild,132.97,6.6485,5.3188,93.079,39.891
rose,small,mild,85.44,4.272,3.4176,59.808,25.632
shoeblack plant,large,mild,92.01,4.6005,3.6804,64.407,27.603
hibiscus,large,none,154.85,7.7425,6.194,108.395,46.455
hibiscus,large,none,160.08,8.004,6.4032,112.056,48.024
shoeblack plant,medium,mild,146.38,7.319,5.8552,102.466,43.914
shoeblack plant,large,mild,119.6,5.98,4.784,83.72,35.88
rose,small,strong,81.08,4.054,3.2432,56.756,24.324
hibiscus,large,none,147.66,7.383,5.9064,103.362,44.298
shoeblack plant,medium,none,74.4,3.72,2.976,52.08,22.32
hibiscus,large,none,153.81,7.6905,6.1524,107.667,46.143
rose,medium,mild,92.85,4.6425,3.714,64.995,27.855
shoeblack plant,medium,none,143.39,7.1695,5.7356,100.373,43.017
hibiscus,large,none,123.41,6.1705,4.9364,86.387,37.023
hibiscus,large,none,123.84,6.192,4.9536,86.688,37.152
rose,small,strong,39.15,1.9575,1.566,27.405,11.745
rose,medium,mild,92.27,4.6135,3.6908,64.589,27.681
rose,medium,mild,52.36,2.618,2.0944,36.652,15.708
shoeblack plant,large,none,101.33,5.0665,4.0532,70.931,30.399
rose,small,mild,35.35,1.7675,1.414,24.745,10.605
shoeblack plant,medium,mild,63.36,3.168,2.5344,44.352,19.008
rose,small,strong,78.23,3.9115,3.1292,54.761,23.469
shoeblack plant,large,mild,107.69,5.3845,4.3076,75.383,32.307
rose,small,strong,30.32,1.516,1.2128,21.224,9.096
hibiscus,large,none,189.29,9.4645,7.5716,132.503,56.787
rose,small,strong,90.06,4.503,3.6024,63.042,27.018
shoeblack plant,large,mild,97.16,4.858,3.8864,68.012,29.148
shoeblack plant,large,mild,126.76,6.338,5.0704,88.732,38.028
hibiscus,large,none,170.19,8.5095,6.8076,119.133,51.057
shoeblack plant,large,mild,63,3.15,2.52,44.1,18.9
shoeblack plant,medium,mild,85.3,4.265,3.412,59.71,25.59
hibiscus,large,none,159.71,7.9855,6.3884,111.797,47.913
shoeblack plant,large,none,100.53,5.0265,4.0212,70.371,30.159
